,country,year,sex,age,suicides_no,population,percentage
36540,South Africa,2011,female,15-24 years,34.0,5097135.0,0.0006670413869752322
36541,South Africa,2011,female,25-34 years,15.0,4483203.0,0.0003345822172228204
36542,South Africa,2011,female,35-54 years,13.0,5909995.0,0.00021996634514919215
36543,South Africa,2011,female,5-14 years,2.0,5126281.0,3.9014638487433676e-05
36544,South Africa,2011,female,55-74 years,7.0,2742168.0,0.0002552724705415569
36545,South Africa,2011,female,75+ years,4.0,538536.0,0.0007427544305301781
36546,South Africa,2011,male,15-24 years,77.0,5175523.0,0.0014877723468719973
36547,South Africa,2011,male,25-34 years,88.0,4671416.0,0.0018837971184754259
36548,South Africa,2011,male,35-54 years,87.0,5470606.0,0.0015903174163886047
36549,South Africa,2011,male,5-14 years,1.0,5198162.0,1.9237568971494155e-05
36550,South Africa,2011,male,55-74 years,28.0,2131366.0,0.0013137114883131288
36551,South Africa,2011,male,75+ years,2.0,262348.0,0.0007623461966548249
36552,South Africa,2012,female,15-24 years,48.0,5096625.0,0.000941799720403208
36553,South Africa,2012,female,25-34 years,19.0,4571162.0,0.0004156492375461644
36554,South Africa,2012,female,35-54 years,26.0,6027847.0,0.0004313314521752128
36555,South Africa,2012,female,5-14 years,7.0,5149736.0,0.00013592929812324359
36556,South Africa,2012,female,55-74 years,13.0,2837036.0,0.00045822471057822313
36557,South Africa,2012,female,75+ years,1.0,559272.0,0.00017880387360711783
36558,South Africa,2012,male,15-24 years,107.0,5178479.0,0.0020662437754406264
36559,South Africa,2012,male,25-34 years,128.0,4757896.0,0.0026902647724960783
36560,South Africa,2012,male,35-54 years,88.0,5612118.0,0.0015680354547071178
36561,South Africa,2012,male,5-14 years,7.0,5223471.0,0.00013401050757245518
36562,South Africa,2012,male,55-74 years,35.0,2198707.0,0.001591844661430559
36563,South Africa,2012,male,75+ years,8.0,271907.0,0.0029421824373774856
36564,South Africa,2013,female,15-24 years,32.0,5097679.0,0.0006277366621162297
36565,South Africa,2013,female,25-34 years,32.0,4661719.0,0.0006864420613940909
36566,South Africa,2013,female,35-54 years,29.0,6147849.0,0.00047170969879058514
36567,South Africa,2013,female,5-14 years,8.0,5178408.0,0.00015448763403733349
36568,South Africa,2013,female,55-74 years,15.0,2938056.0,0.0005105416642841389
36569,South Africa,2013,female,75+ years,4.0,578958.0,0.0006908964035387714
36570,South Africa,2013,male,15-24 years,119.0,5182542.0,0.0022961704893081428
36571,South Africa,2013,male,25-34 years,164.0,4845315.0,0.003384712861805682
36572,South Africa,2013,male,35-54 years,128.0,5759158.0,0.0022225471153942988
36573,South Africa,2013,male,5-14 years,7.0,5253255.0,0.00013325071788824263
36574,South Africa,2013,male,55-74 years,44.0,2270829.0,0.0019376183763726816
36575,South Africa,2013,male,75+ years,5.0,278931.0,0.0017925580161401923
36576,South Africa,2014,female,15-24 years,50.0,5100812.0,0.0009802360879012989
36577,South Africa,2014,female,25-34 years,32.0,4747193.0,0.0006740825578399699
36578,South Africa,2014,female,35-54 years,23.0,6270420.0,0.0003668015858586825
36579,South Africa,2014,female,5-14 years,3.0,5210182.0,5.757956247977518e-05
36580,South Africa,2014,female,55-74 years,11.0,3044479.0,0.00036130976761541137
36581,South Africa,2014,female,75+ years,2.0,597700.0,0.00033461602810774636
36582,South Africa,2014,male,15-24 years,126.0,5186816.0,0.0024292359705838807
36583,South Africa,2014,male,25-34 years,154.0,4927939.0,0.003125038682499925
36584,South Africa,2014,male,35-54 years,127.0,5910695.0,0.0021486474940764157
36585,South Africa,2014,male,5-14 years,4.0,5285360.0,7.56807483312395e-05
36586,South Africa,2014,male,55-74 years,40.0,2347004.0,0.001704300461354135
36587,South Africa,2014,male,75+ years,8.0,283529.0,0.0028215808612170185
36588,South Africa,2015,female,15-24 years,34.0,5105930.0,0.0006658924035386305
36589,South Africa,2015,female,25-34 years,27.0,4822164.0,0.0005599145943605402
36590,South Africa,2015,female,35-54 years,26.0,6396045.0,0.000406501205041553
36591,South Africa,2015,female,5-14 years,6.0,5243427.0,0.00011442897936788289
36592,South Africa,2015,female,55-74 years,10.0,3155486.0,0.0003169083938258639
36593,South Africa,2015,female,75+ years,2.0,615701.0,0.0003248329952363241
36594,South Africa,2015,male,15-24 years,90.0,5190482.0,0.001733943013384884
36595,South Africa,2015,male,25-34 years,126.0,5001052.0,0.0025194699035322966
36596,South Africa,2015,male,35-54 years,101.0,6066751.0,0.0016648120221185935
36597,South Africa,2015,male,5-14 years,11.0,5318168.0,0.00020683814426321245
36598,South Africa,2015,male,55-74 years,41.0,2426511.0,0.0016896688290306534
36599,South Africa,2015,male,75+ years,8.0,285743.0,0.002799718628277858
36600,Spain,1979,female,15-24 years,,2979800.0,
36601,Spain,1979,female,25-34 years,,2475200.0,
36602,Spain,1979,female,35-54 years,,4483000.0,
36603,Spain,1979,female,5-14 years,,3171500.0,
36604,Spain,1979,female,55-74 years,,3316100.0,
36605,Spain,1979,female,75+ years,,900800.0,
36606,Spain,1979,male,15-24 years,,3082400.0,
36607,Spain,1979,male,25-34 years,,2502700.0,
36608,Spain,1979,male,35-54 years,,4376700.0,
36609,Spain,1979,male,5-14 years,,3327500.0,
36610,Spain,1979,male,55-74 years,,2722300.0,
36611,Spain,1979,male,75+ years,,531800.0,
36612,Spain,1980,female,15-24 years,33.0,3045100.0,0.0010837082526025418
36613,Spain,1980,female,25-34 years,32.0,2456900.0,0.001302454312344825
36614,Spain,1980,female,35-54 years,122.0,4509700.0,0.002705279730359004
36615,Spain,1980,female,5-14 years,1.0,3206400.0,3.1187624750499006e-05
36616,Spain,1980,female,55-74 years,165.0,3414400.0,0.004832474226804124
36617,Spain,1980,female,75+ years,62.0,972900.0,0.006372700174735327
36618,Spain,1980,male,15-24 years,134.0,3114000.0,0.004303147077713552
36619,Spain,1980,male,25-34 years,154.0,2486400.0,0.006193693693693694
36620,Spain,1980,male,35-54 years,360.0,4395800.0,0.008189635561217526
36621,Spain,1980,male,5-14 years,6.0,3430300.0,0.00017491181529312306
36622,Spain,1980,male,55-74 years,421.0,2818200.0,0.014938613299269037
36623,Spain,1980,male,75+ years,162.0,568800.0,0.02848101265822785
36624,Spain,1981,female,15-24 years,38.0,3075500.0,0.001235571451796456
36625,Spain,1981,female,25-34 years,40.0,2501200.0,0.0015992323684631377
36626,Spain,1981,female,35-54 years,130.0,4515400.0,0.0028790361872702308
36627,Spain,1981,female,5-14 years,3.0,3183700.0,9.422998398090272e-05
36628,Spain,1981,female,55-74 years,169.0,3470900.0,0.004869054135814919
36629,Spain,1981,female,75+ years,70.0,1009600.0,0.006933438985736926
36630,Spain,1981,male,15-24 years,159.0,3157500.0,0.00503562945368171
36631,Spain,1981,male,25-34 years,139.0,2532100.0,0.005489514632123533
36632,Spain,1981,male,35-54 years,372.0,4407000.0,0.008441116405718176
36633,Spain,1981,male,5-14 years,17.0,3405700.0,0.0004991631676307367
36634,Spain,1981,male,55-74 years,407.0,2875100.0,0.01415602935550068
36635,Spain,1981,male,75+ years,174.0,593300.0,0.029327490308444296
36636,Spain,1982,female,15-24 years,44.0,3105300.0,0.0014169323414806943
36637,Spain,1982,female,25-34 years,42.0,2545900.0,0.0016497113005224087
36638,Spain,1982,female,35-54 years,136.0,4520900.0,0.003008250569576854
36639,Spain,1982,female,5-14 years,2.0,3160100.0,6.328913641973355e-05
36640,Spain,1982,female,55-74 years,218.0,3527100.0,0.006180715035014601
36641,Spain,1982,female,75+ years,73.0,1047500.0,0.006968973747016706
36642,Spain,1982,male,15-24 years,140.0,3200600.0,0.00437417984127976
36643,Spain,1982,male,25-34 years,178.0,2578100.0,0.006904309375121214
36644,Spain,1982,male,35-54 years,378.0,4418200.0,0.00855552034765289
36645,Spain,1982,male,5-14 years,12.0,3379900.0,0.00035504008994348944
36646,Spain,1982,male,55-74 years,439.0,2932400.0,0.014970672486700315
36647,Spain,1982,male,75+ years,189.0,618800.0,0.030542986425339366
36648,Spain,1983,female,15-24 years,45.0,3153300.0,0.0014270763961564076
36649,Spain,1983,female,25-34 years,58.0,2576100.0,0.002251465393424168
36650,Spain,1983,female,35-54 years,143.0,4531700.0,0.0031555486903369597
36651,Spain,1983,female,5-14 years,3.0,3172500.0,9.456264775413712e-05
36652,Spain,1983,female,55-74 years,239.0,3573000.0,0.006689056815001399
36653,Spain,1983,female,75+ years,100.0,1097700.0,0.009109957183201239
36654,Spain,1983,male,15-24 years,174.0,3265000.0,0.005329249617151608
36655,Spain,1983,male,25-34 years,184.0,2610300.0,0.007048998199440678
36656,Spain,1983,male,35-54 years,431.0,4450600.0,0.00968408753875882
36657,Spain,1983,male,5-14 years,12.0,3364200.0,0.0003566969859104691
36658,Spain,1983,male,55-74 years,535.0,2993100.0,0.017874444555811702
36659,Spain,1983,male,75+ years,257.0,646500.0,0.039752513534416084
36660,Spain,1984,female,15-24 years,50.0,3178100.0,0.0015732670463484474
36661,Spain,1984,female,25-34 years,57.0,2624500.0,0.0021718422556677463
36662,Spain,1984,female,35-54 years,165.0,4538800.0,0.00363532211157134
36663,Spain,1984,female,5-14 years,4.0,3143400.0,0.00012725074759814214
36664,Spain,1984,female,55-74 years,257.0,3628000.0,0.007083792723263506
36665,Spain,1984,female,75+ years,124.0,1137000.0,0.010905892700087952
36666,Spain,1984,male,15-24 years,196.0,3301900.0,0.005935976256094976
36667,Spain,1984,male,25-34 years,210.0,2659100.0,0.007897408897747357
36668,Spain,1984,male,35-54 years,542.0,4461500.0,0.01214838058948784
36669,Spain,1984,male,5-14 years,14.0,3335700.0,0.000419702011571784
36670,Spain,1984,male,55-74 years,617.0,3054100.0,0.02020235093808323
36671,Spain,1984,male,75+ years,257.0,669700.0,0.03837539196655219
36672,Spain,1985,female,15-24 years,43.0,3195300.0,0.001345726535849529
36673,Spain,1985,female,25-34 years,59.0,2677200.0,0.002203795009711639
36674,Spain,1985,female,35-54 years,174.0,4544800.0,0.00382855131138884
36675,Spain,1985,female,5-14 years,1.0,3104600.0,3.221026863364041e-05
36676,Spain,1985,female,55-74 years,277.0,3683300.0,0.0075204300491407165
36677,Spain,1985,female,75+ years,131.0,1174800.0,0.011150834184542048
36678,Spain,1985,male,15-24 years,176.0,3330600.0,0.005284333153185612
36679,Spain,1985,male,25-34 years,219.0,2712700.0,0.008073137464518746
36680,Spain,1985,male,35-54 years,497.0,4471200.0,0.011115584183217035
36681,Spain,1985,male,5-14 years,8.0,3295100.0,0.00024278474097902948
36682,Spain,1985,male,55-74 years,624.0,3115900.0,0.02002631663403832
36683,Spain,1985,male,75+ years,305.0,691500.0,0.044107013738250184
36684,Spain,1986,female,15-24 years,54.0,3207300.0,0.0016836591525582266
36685,Spain,1986,female,25-34 years,75.0,2735700.0,0.002741528676389955
36686,Spain,1986,female,35-54 years,157.0,4547100.0,0.0034527501044621847
36687,Spain,1986,female,5-14 years,9.0,3049200.0,0.00029515938606847696
36688,Spain,1986,female,55-74 years,301.0,3738800.0,0.00805071145822189
36689,Spain,1986,female,75+ years,127.0,1211300.0,0.010484603318748452
36690,Spain,1986,male,15-24 years,227.0,3353400.0,0.006769249120295819
36691,Spain,1986,male,25-34 years,265.0,2772100.0,0.009559539699145051
36692,Spain,1986,male,35-54 years,538.0,4478200.0,0.01201375552677415
36693,Spain,1986,male,5-14 years,20.0,3239500.0,0.0006173792251890724
36694,Spain,1986,male,55-74 years,677.0,3178900.0,0.02129667495045456
36695,Spain,1986,male,75+ years,305.0,711500.0,0.04286718200983837
36696,Spain,1987,female,15-24 years,68.0,3213800.0,0.002115875287821271
36697,Spain,1987,female,25-34 years,90.0,2801900.0,0.0032121060708804735
36698,Spain,1987,female,35-54 years,180.0,4549700.0,0.00395630481130624
36699,Spain,1987,female,5-14 years,2.0,2977400.0,6.717270101430779e-05
36700,Spain,1987,female,55-74 years,320.0,3808600.0,0.008402037494092317
36701,Spain,1987,female,75+ years,127.0,1261300.0,0.01006897645286609
36702,Spain,1987,male,15-24 years,216.0,3362100.0,0.0064245560810207904
36703,Spain,1987,male,25-34 years,277.0,2833500.0,0.00977589553555673
36704,Spain,1987,male,35-54 years,479.0,4474500.0,0.010705106715834172
36705,Spain,1987,male,5-14 years,17.0,3161900.0,0.0005376514121256207
36706,Spain,1987,male,55-74 years,693.0,3244700.0,0.021357906740222518
36707,Spain,1987,male,75+ years,335.0,736300.0,0.04549775906559826
36708,Spain,1988,female,15-24 years,59.0,3215500.0,0.0018348623853211008
36709,Spain,1988,female,25-34 years,79.0,2870100.0,0.002752517333890805
36710,Spain,1988,female,35-54 years,191.0,4554500.0,0.00419365462729169
36711,Spain,1988,female,5-14 years,1.0,2894100.0,3.455305621782246e-05
36712,Spain,1988,female,55-74 years,324.0,3864700.0,0.008383574404222837
36713,Spain,1988,female,75+ years,156.0,1297500.0,0.012023121387283238
36714,Spain,1988,male,15-24 years,284.0,3371400.0,0.008423800201696623
36715,Spain,1988,male,25-34 years,303.0,2906400.0,0.010425268373245252
36716,Spain,1988,male,35-54 years,537.0,4483800.0,0.011976448548106517
36717,Spain,1988,male,5-14 years,21.0,3077100.0,0.0006824607585063859
36718,Spain,1988,male,55-74 years,651.0,3307000.0,0.019685515573026915
36719,Spain,1988,male,75+ years,354.0,755200.0,0.046875
36720,Spain,1989,female,15-24 years,60.0,3213700.0,0.0018670068768086628
36721,Spain,1989,female,25-34 years,77.0,2936900.0,0.002621812114814941
36722,Spain,1989,female,35-54 years,154.0,4564900.0,0.0033735678766238036
36723,Spain,1989,female,5-14 years,6.0,2800900.0,0.00021421685886679283
36724,Spain,1989,female,55-74 years,325.0,3919400.0,0.008292085523294381
36725,Spain,1989,female,75+ years,152.0,1330200.0,0.011426853104796271
36726,Spain,1989,male,15-24 years,284.0,3374700.0,0.008415562864847246
36727,Spain,1989,male,25-34 years,316.0,2980700.0,0.010601536551816688
36728,Spain,1989,male,35-54 years,557.0,4499700.0,0.012378603017978976
36729,Spain,1989,male,5-14 years,18.0,2981100.0,0.00060380396497937
36730,Spain,1989,male,55-74 years,679.0,3366700.0,0.020168117147354975
36731,Spain,1989,male,75+ years,359.0,771500.0,0.046532728451069344
36732,Spain,1990,female,15-24 years,54.0,3206700.0,0.0016839741790625879
36733,Spain,1990,female,25-34 years,90.0,3001500.0,0.0029985007496251873
36734,Spain,1990,female,35-54 years,171.0,4584100.0,0.0037302851159442423
36735,Spain,1990,female,5-14 years,6.0,2702200.0,0.00022204129968174082
36736,Spain,1990,female,55-74 years,308.0,3971400.0,0.0077554514780681875
36737,Spain,1990,female,75+ years,175.0,1359100.0,0.01287616805238761
36738,Spain,1990,male,15-24 years,240.0,3371500.0,0.007118493252261604
36739,Spain,1990,male,25-34 years,325.0,3053500.0,0.010643523825118717
36740,Spain,1990,male,35-54 years,481.0,4525600.0,0.01062842496022627
36741,Spain,1990,male,5-14 years,19.0,2878900.0,0.0006599742957379555
36742,Spain,1990,male,55-74 years,666.0,3421900.0,0.01946287150413513
36743,Spain,1990,male,75+ years,404.0,785000.0,0.05146496815286625
36744,Spain,1991,female,15-24 years,71.0,3196500.0,0.00222117941498514
36745,Spain,1991,female,25-34 years,82.0,3059300.0,0.0026803517144444807
36746,Spain,1991,female,35-54 years,148.0,4620300.0,0.0032032551998787953
36747,Spain,1991,female,5-14 years,5.0,2598300.0,0.0001924335142208367
36748,Spain,1991,female,55-74 years,299.0,4013100.0,0.007450599287333981
36749,Spain,1991,female,75+ years,172.0,1384500.0,0.01242325749368003
36750,Spain,1991,male,15-24 years,238.0,3364700.0,0.007073438939578566
36751,Spain,1991,male,25-34 years,326.0,3119800.0,0.01044938778126803
36752,Spain,1991,male,35-54 years,473.0,4568000.0,0.010354640980735552
36753,Spain,1991,male,5-14 years,20.0,2770700.0,0.0007218392463998268
36754,Spain,1991,male,55-74 years,732.0,3467000.0,0.021113354485145657
36755,Spain,1991,male,75+ years,350.0,795900.0,0.04397537379067722
36756,Spain,1992,female,15-24 years,42.0,3175900.0,0.0013224597751818382
36757,Spain,1992,female,25-34 years,66.0,3104800.0,0.0021257407884565835
36758,Spain,1992,female,35-54 years,157.0,4685500.0,0.0033507629922100092
36759,Spain,1992,female,5-14 years,3.0,2488400.0,0.00012055939559556341
36760,Spain,1992,female,55-74 years,263.0,4048900.0,0.0064955913951937555
36761,Spain,1992,female,75+ years,151.0,1432300.0,0.010542484116456051
36762,Spain,1992,male,15-24 years,225.0,3331200.0,0.006754322766570606
36763,Spain,1992,male,25-34 years,338.0,3155200.0,0.010712474645030426
36764,Spain,1992,male,35-54 years,490.0,4623700.0,0.010597573371974825
36765,Spain,1992,male,5-14 years,6.0,2647400.0,0.0002266374556168316
36766,Spain,1992,male,55-74 years,655.0,3495400.0,0.018738914001258797
36767,Spain,1992,male,75+ years,390.0,812200.0,0.048017729623245506
36768,Spain,1993,female,15-24 years,53.0,3210400.0,0.0016508846249688514
36769,Spain,1993,female,25-34 years,92.0,3057000.0,0.0030094864245992807
36770,Spain,1993,female,35-54 years,168.0,4741500.0,0.003543182537171781
36771,Spain,1993,female,5-14 years,2.0,2428200.0,8.236553825879252e-05
36772,Spain,1993,female,55-74 years,295.0,4089500.0,0.007213595794106859
36773,Spain,1993,female,75+ years,144.0,1469100.0,0.009801919542577087
36774,Spain,1993,male,15-24 years,246.0,3354900.0,0.007332558347491728
36775,Spain,1993,male,25-34 years,377.0,3122600.0,0.012073272273105746
36776,Spain,1993,male,35-54 years,588.0,4692900.0,0.012529565940037077
36777,Spain,1993,male,5-14 years,16.0,2554000.0,0.0006264682850430697
36778,Spain,1993,male,55-74 years,690.0,3563100.0,0.01936515955207544
36779,Spain,1993,male,75+ years,366.0,838900.0,0.043628561211109786
36780,Spain,1994,female,15-24 years,56.0,3190200.0,0.0017553758385054229
36781,Spain,1994,female,25-34 years,80.0,3089200.0,0.0025896672277612325
36782,Spain,1994,female,35-54 years,168.0,4829500.0,0.0034786209752562373
36783,Spain,1994,female,5-14 years,2.0,2325300.0,8.601040725927837e-05
36784,Spain,1994,female,55-74 years,286.0,4103900.0,0.00696898072565121
36785,Spain,1994,female,75+ years,150.0,1502900.0,0.009980703972320181
36786,Spain,1994,male,15-24 years,253.0,3334000.0,0.007588482303539292
36787,Spain,1994,male,25-34 years,418.0,3161200.0,0.01322282677464254
36788,Spain,1994,male,35-54 years,628.0,4783200.0,0.013129285833751465
36789,Spain,1994,male,5-14 years,10.0,2447200.0,0.00040863027133050016
36790,Spain,1994,male,55-74 years,739.0,3579300.0,0.020646495124745062
36791,Spain,1994,male,75+ years,381.0,857200.0,0.044447036864209054
36792,Spain,1995,female,15-24 years,65.0,3156100.0,0.002059503818003232
36793,Spain,1995,female,25-34 years,69.0,3118000.0,0.0022129570237331623
36794,Spain,1995,female,35-54 years,183.0,4928000.0,0.003713474025974026
36795,Spain,1995,female,5-14 years,1.0,2233200.0,4.477879276374709e-05
36796,Spain,1995,female,55-74 years,273.0,4106700.0,0.006647673314339981
36797,Spain,1995,female,75+ years,158.0,1541300.0,0.010251086744955557
36798,Spain,1995,male,15-24 years,287.0,3297800.0,0.00870277154466614
36799,Spain,1995,male,25-34 years,398.0,3196300.0,0.012451897506491881
36800,Spain,1995,male,35-54 years,600.0,4882200.0,0.012289541600098316
36801,Spain,1995,male,5-14 years,8.0,2351100.0,0.00034026625834715664
36802,Spain,1995,male,55-74 years,718.0,3583900.0,0.020034041128379698
36803,Spain,1995,male,75+ years,397.0,880700.0,0.045077779039400474
36804,Spain,1996,female,15-24 years,70.0,3106900.0,0.0022530496636518718
36805,Spain,1996,female,25-34 years,110.0,3144900.0,0.0034977264777894365
36806,Spain,1996,female,35-54 years,222.0,5026000.0,0.004417031436530044
36807,Spain,1996,female,5-14 years,8.0,2153000.0,0.00037157454714352065
36808,Spain,1996,female,55-74 years,298.0,4106800.0,0.0072562579137041006
36809,Spain,1996,female,75+ years,161.0,1585000.0,0.010157728706624606
36810,Spain,1996,male,15-24 years,278.0,3245600.0,0.008565442445156519
36811,Spain,1996,male,25-34 years,406.0,3228500.0,0.01257549945795261
36812,Spain,1996,male,35-54 years,643.0,4980500.0,0.012910350366429074
36813,Spain,1996,male,5-14 years,5.0,2269000.0,0.00022036139268400177
36814,Spain,1996,male,55-74 years,716.0,3585800.0,0.019967650175693012
36815,Spain,1996,male,75+ years,403.0,909200.0,0.04432468103827541
36816,Spain,1997,female,15-24 years,70.0,3042300.0,0.0023008907734279986
36817,Spain,1997,female,25-34 years,87.0,3169000.0,0.0027453455348690438
36818,Spain,1997,female,35-54 years,207.0,5117000.0,0.004045339065858902
36819,Spain,1997,female,5-14 years,5.0,2086800.0,0.00023960130343109065
36820,Spain,1997,female,55-74 years,292.0,4112300.0,0.007100649271697105
36821,Spain,1997,female,75+ years,186.0,1633100.0,0.01138938215663462
36822,Spain,1997,male,15-24 years,257.0,3177500.0,0.008088119590873329
36823,Spain,1997,male,25-34 years,421.0,3257100.0,0.012925608670289523
36824,Spain,1997,male,35-54 years,673.0,5072000.0,0.013268927444794952
36825,Spain,1997,male,5-14 years,9.0,2202500.0,0.0004086265607264472
36826,Spain,1997,male,55-74 years,702.0,3593200.0,0.019536903039073805
36827,Spain,1997,male,75+ years,464.0,942200.0,0.04924644449161537
36828,Spain,1998,female,15-24 years,44.0,2963300.0,0.0014848311004623225
36829,Spain,1998,female,25-34 years,99.0,3190600.0,0.0031028646649533
36830,Spain,1998,female,35-54 years,203.0,5204500.0,0.0039004707464694015
36831,Spain,1998,female,5-14 years,4.0,2030500.0,0.0001969958138389559
36832,Spain,1998,female,55-74 years,257.0,4120800.0,0.006236653077072413
36833,Spain,1998,female,75+ years,155.0,1683900.0,0.009204822139081893
36834,Spain,1998,male,15-24 years,249.0,3095400.0,0.008044194611358791
36835,Spain,1998,male,25-34 years,443.0,3282800.0,0.013494577799439503
36836,Spain,1998,male,35-54 years,650.0,5160800.0,0.012594946519919393
36837,Spain,1998,male,5-14 years,4.0,2145800.0,0.00018641066268990585
36838,Spain,1998,male,55-74 years,702.0,3602900.0,0.01948430431041661
36839,Spain,1998,male,75+ years,451.0,977600.0,0.04613338788870704
36840,Spain,1999,female,15-24 years,61.0,2890218.0,0.002110567438165564
36841,Spain,1999,female,25-34 years,64.0,3242804.0,0.0019736006246445976
36842,Spain,1999,female,35-54 years,204.0,5320218.0,0.003834429341053318
36843,Spain,1999,female,5-14 years,0.0,1992855.0,0.0
36844,Spain,1999,female,55-74 years,309.0,4152474.0,0.007441347013852465
36845,Spain,1999,female,75+ years,171.0,1752702.0,0.009756364744263429
36846,Spain,1999,male,15-24 years,218.0,3024035.0,0.007208911272521647
36847,Spain,1999,male,25-34 years,368.0,3349113.0,0.010987983982624653
36848,Spain,1999,male,35-54 years,689.0,5278476.0,0.013053009997582635
36849,Spain,1999,male,5-14 years,2.0,2109838.0,9.479400788117381e-05
36850,Spain,1999,male,55-74 years,681.0,3645758.0,0.018679243109389048
36851,Spain,1999,male,75+ years,453.0,1030780.0,0.043947302043112986
36852,Spain,2000,female,15-24 years,43.0,2846326.0,0.00151071943270026
36853,Spain,2000,female,25-34 years,107.0,3274904.0,0.0032672713459692255
36854,Spain,2000,female,35-54 years,216.0,5498932.0,0.0039280354803441836
36855,Spain,2000,female,5-14 years,3.0,1984299.0,0.0001511868927011504
36856,Spain,2000,female,55-74 years,285.0,4176546.0,0.006823820448763164
36857,Spain,2000,female,75+ years,165.0,1821548.0,0.009058229593730168
36858,Spain,2000,male,15-24 years,229.0,2984879.0,0.007672002784702495
36859,Spain,2000,male,25-34 years,400.0,3377214.0,0.011844082133971966
36860,Spain,2000,male,35-54 years,742.0,5461859.0,0.01358511818045834
36861,Spain,2000,male,5-14 years,6.0,2096540.0,0.0002861858109074952
36862,Spain,2000,male,55-74 years,710.0,3711409.0,0.019130200956025058
36863,Spain,2000,male,75+ years,488.0,1085540.0,0.04495458481493082
36864,Spain,2001,female,15-24 years,40.0,2774641.0,0.0014416279439394143
36865,Spain,2001,female,25-34 years,93.0,3333937.0,0.0027894948224876474
36866,Spain,2001,female,35-54 years,234.0,5635311.0,0.004152388395245622
36867,Spain,2001,female,5-14 years,4.0,1960476.0,0.0002040320820045744
36868,Spain,2001,female,55-74 years,228.0,4211088.0,0.005414277735350105
36869,Spain,2001,female,75+ years,160.0,1873657.0,0.008539449856617299
36870,Spain,2001,male,15-24 years,194.0,2913033.0,0.006659725447669148
36871,Spain,2001,male,25-34 years,407.0,3456947.0,0.011773394269567916
36872,Spain,2001,male,35-54 years,702.0,5607814.0,0.01251824686054138
36873,Spain,2001,male,5-14 years,7.0,2070400.0,0.0003380989180834621
36874,Spain,2001,male,55-74 years,658.0,3750171.0,0.01754586657515084
36875,Spain,2001,male,75+ years,462.0,1126029.0,0.041029138681152974
36876,Spain,2002,female,15-24 years,46.0,2719911.0,0.0016912318086878576
36877,Spain,2002,female,25-34 years,103.0,3417162.0,0.0030141971612700834
36878,Spain,2002,female,35-54 years,245.0,5794565.0,0.004228099952282872
36879,Spain,2002,female,5-14 years,1.0,1961320.0,5.098607060551057e-05
36880,Spain,2002,female,55-74 years,268.0,4260724.0,0.0062900108056752795
36881,Spain,2002,female,75+ years,154.0,1934508.0,0.007960680441745395
36882,Spain,2002,male,15-24 years,196.0,2855801.0,0.00686322331282887
36883,Spain,2002,male,25-34 years,414.0,3566812.0,0.01160700367723334
36884,Spain,2002,male,35-54 years,752.0,5784305.0,0.013000697577323465
36885,Spain,2002,male,5-14 years,7.0,2069866.0,0.0003381861434508321
36886,Spain,2002,male,55-74 years,688.0,3804296.0,0.01808481779546071
36887,Spain,2002,male,75+ years,498.0,1171341.0,0.04251537340535335
36888,Spain,2003,female,15-24 years,56.0,2663400.0,0.0021025756551775925
36889,Spain,2003,female,25-34 years,93.0,3492577.0,0.002662790254874839
36890,Spain,2003,female,35-54 years,266.0,5948492.0,0.0044717215724590365
36891,Spain,2003,female,5-14 years,1.0,1967167.0,5.0834524979323056e-05
36892,Spain,2003,female,55-74 years,250.0,4309104.0,0.005801670138386078
36893,Spain,2003,female,75+ years,162.0,1997884.0,0.008108578876451285
36894,Spain,2003,male,15-24 years,191.0,2795116.0,0.006833347882520797
36895,Spain,2003,male,25-34 years,459.0,3667417.0,0.012515620667079855
36896,Spain,2003,male,35-54 years,799.0,5955985.0,0.013415077438912288
36897,Spain,2003,male,5-14 years,2.0,2075819.0,9.634751392101142e-05
36898,Spain,2003,male,55-74 years,676.0,3855429.0,0.017533716740731058
36899,Spain,2003,male,75+ years,523.0,1219166.0,0.04289817793475212
36900,Spain,2004,female,15-24 years,56.0,2605983.0,0.0021489012015811306
36901,Spain,2004,female,25-34 years,89.0,3558696.0,0.0025009160658848073
36902,Spain,2004,female,35-54 years,267.0,6105697.0,0.004372965117659785
36903,Spain,2004,female,5-14 years,1.0,1975353.0,5.062386317787251e-05
36904,Spain,2004,female,55-74 years,261.0,4356779.0,0.005990664203991068
36905,Spain,2004,female,75+ years,183.0,2064141.0,0.008865673420565746
36906,Spain,2004,male,15-24 years,175.0,2735115.0,0.0063982684457509105
36907,Spain,2004,male,25-34 years,421.0,3758199.0,0.011202174232923802
36908,Spain,2004,male,35-54 years,887.0,6135485.0,0.014456884826545904
36909,Spain,2004,male,5-14 years,11.0,2084465.0,0.0005277133461103928
36910,Spain,2004,male,55-74 years,659.0,3906640.0,0.01686871582741179
36911,Spain,2004,male,75+ years,498.0,1269270.0,0.039235150913517224
36912,Spain,2005,female,15-24 years,38.0,2553272.0,0.0014882864027021014
36913,Spain,2005,female,25-34 years,117.0,3615897.0,0.003235711636697616
36914,Spain,2005,female,35-54 years,228.0,6266642.0,0.003638312193356506
36915,Spain,2005,female,5-14 years,3.0,1988979.0,0.00015083115508006872
36916,Spain,2005,female,55-74 years,277.0,4405181.0,0.006288050366148406
