,Year,Entity,variable,value
151,1990,Guam,index,2412.0
152,1990,Lithuania,index,3422.0
153,1990,Singapore,index,5203.0
154,1990,Libya,index,3398.0
155,1990,Benin,index,615.0
156,1990,Slovenia,index,5253.0
157,1990,United States Virgin Islands,index,6290.0
158,1990,Maldives,index,3622.0
159,1990,Greece,index,2327.0
160,1990,Dominica,index,1702.0
161,1990,Central Asia,index,1139.0
162,1990,Greenland,index,2355.0
163,1990,Belize,index,587.0
164,1990,Czechia,index,1587.0
165,1990,Montenegro,index,3959.0
166,1990,Brunei,index,832.0
167,1990,Uruguay,index,6318.0
168,1990,Slovakia,index,5225.0
169,1990,Grenada,index,2383.0
170,1990,Mali,index,3650.0
171,1990,Suriname,index,5700.0
172,1990,Belgium,index,559.0
173,1990,Estonia,index,2016.0
174,1990,South Sudan,index,5453.0
175,1990,Congo,index,1419.0
176,1990,South Asia,index,5392.0
177,1990,Colombia,index,1363.0
178,1990,Zimbabwe,index,6658.0
179,1990,Tanzania,index,5868.0
180,1990,New Zealand,index,4156.0
181,1990,Israel,index,2927.0
182,1990,Andorra,index,140.0
183,1990,Jordan,index,3044.0
184,1990,Japan,index,3020.0
185,1990,Kenya,index,3098.0
186,1990,Andean Latin America,index,112.0
187,1990,Angola,index,168.0
188,1990,Tajikistan,index,5840.0
189,1990,Canada,index,1000.0
190,1990,Afghanistan,index,9.0
191,1990,Mauritania,index,3736.0
192,1990,American Samoa,index,84.0
193,1990,China,index,1345.0
194,1990,Kiribati,index,3123.0
195,1990,Italy,index,2955.0
196,1990,Puerto Rico,index,4772.0
197,1990,Poland,index,4716.0
198,1990,Kyrgyzstan,index,3198.0
199,1990,Laos,index,3226.0
200,1990,Kuwait,index,3174.0
201,1990,Eastern Sub-Saharan Africa,index,1820.0
202,1990,Southern Sub-Saharan Africa,index,5560.0
203,1990,Chad,index,1283.0
204,1990,Netherlands,index,4127.0
205,1990,Zambia,index,6630.0
206,1990,East Asia,index,1758.0
207,1990,Romania,index,4828.0
208,1990,Nepal,index,4099.0
209,1990,Oceania,index,4464.0
210,1990,Rwanda,index,4884.0
211,1990,Albania,index,28.0
212,1990,Ecuador,index,1848.0
213,1990,North Korea,index,4332.0
214,1990,Northern Mariana Islands,index,4408.0
215,1990,Marshall Islands,index,3706.0
216,1990,Tunisia,index,6064.0
217,1990,Jamaica,index,2986.0
218,1990,Qatar,index,4800.0
219,1990,Cameroon,index,972.0
220,1990,Spain,index,5588.0
221,1990,Kazakhstan,index,3067.0
222,1990,Algeria,index,56.0
223,1990,Russia,index,4856.0
224,1990,Eastern Europe,index,1792.0
225,1990,Ireland,index,2899.0
226,1990,Comoros,index,1391.0
227,1990,Chile,index,1307.0
228,1990,Portugal,index,4744.0
229,1990,Taiwan,index,5822.0
230,1991,Norway,index,4437.0
231,1991,Bhutan,index,672.0
232,1991,Zambia,index,6631.0
233,1991,Lesotho,index,3339.0
234,1991,Scotland,index,5054.0
235,1991,Tonga,index,5981.0
236,1991,Venezuela,index,6403.0
237,1991,Serbia,index,5110.0
238,1991,High-income Asia Pacific,index,2637.0
239,1991,England,index,1933.0
240,1991,Kyrgyzstan,index,3199.0
241,1991,Southeast Asia,index,5477.0
242,1991,Georgia,index,2244.0
243,1991,Haiti,index,2553.0
244,1991,Mexico,index,3793.0
245,1991,Ghana,index,2300.0
246,1991,Sri Lanka,index,5617.0
247,1991,Eastern Sub-Saharan Africa,index,1821.0
248,1991,Netherlands,index,4128.0
249,1991,Mongolia,index,3935.0
250,1991,Romania,index,4829.0
251,1991,Croatia,index,1504.0
252,1991,Sudan,index,5683.0
253,1991,Malta,index,3679.0
254,1991,Kenya,index,3099.0
255,1991,High-income,index,2609.0
256,1991,Switzerland,index,5757.0
257,1991,Andean Latin America,index,113.0
258,1991,Solomon Islands,index,5282.0
259,1991,Burkina Faso,index,889.0
260,1991,Mozambique,index,4016.0
261,1991,Azerbaijan,index,392.0
262,1991,Cameroon,index,973.0
263,1991,Senegal,index,5082.0
264,1991,Eastern Europe,index,1793.0
265,1991,United States,index,6273.0
266,1991,Germany,index,2272.0
267,1991,Madagascar,index,3539.0
268,1991,Eswatini,index,2045.0
269,1991,Taiwan,index,5823.0
270,1991,Bermuda,index,644.0
271,1991,Bahamas,index,420.0
272,1991,"Central Europe, Eastern Europe, and Central Asia",index,1196.0
273,1991,Paraguay,index,4633.0
274,1991,Vietnam,index,6438.0
275,1991,High SDI,index,2581.0
276,1991,Turkmenistan,index,6121.0
277,1991,Slovenia,index,5254.0
278,1991,South Korea,index,5421.0
279,1991,Papua New Guinea,index,4605.0
280,1991,Chile,index,1308.0
281,1991,South Sudan,index,5454.0
282,1991,Greenland,index,2356.0
283,1991,Guatemala,index,2441.0
284,1991,Uganda,index,6151.0
285,1991,Belize,index,588.0
286,1991,Uzbekistan,index,6347.0
287,1991,Dominica,index,1703.0
288,1991,Togo,index,5953.0
289,1991,Nigeria,index,4246.0
290,1991,Mauritania,index,3737.0
291,1991,New Zealand,index,4157.0
292,1991,Morocco,index,3988.0
293,1991,Slovakia,index,5226.0
294,1991,Eritrea,index,1989.0
295,1991,Czechia,index,1588.0
296,1991,Belarus,index,540.0
297,1991,Libya,index,3399.0
298,1991,Suriname,index,5701.0
299,1991,Estonia,index,2017.0
300,1991,Belgium,index,560.0
301,1991,Kazakhstan,index,3068.0
302,1991,Uruguay,index,6319.0
303,1991,Grenada,index,2384.0
304,1991,Qatar,index,4801.0
305,1991,Singapore,index,5204.0
306,1991,Tunisia,index,6065.0
307,1991,Guam,index,2413.0
308,1991,Brunei,index,833.0
309,1991,Mali,index,3651.0
310,1991,Montenegro,index,3960.0
311,1991,Algeria,index,57.0
312,1991,Bahrain,index,452.0
313,1991,Jordan,index,3045.0
314,1991,Central Asia,index,1140.0
315,1991,Guinea-Bissau,index,2497.0
316,1991,Benin,index,616.0
317,1991,Pakistan,index,4528.0
318,1991,Poland,index,4717.0
319,1991,Vanuatu,index,6375.0
320,1991,Luxembourg,index,3507.0
321,1991,Micronesia (country),index,3821.0
322,1991,Cuba,index,1532.0
323,1991,Guyana,index,2525.0
324,1991,Colombia,index,1364.0
325,1991,Lithuania,index,3423.0
326,1991,Japan,index,3021.0
327,1991,Sweden,index,5729.0
328,1991,North Macedonia,index,4353.0
329,1991,Equatorial Guinea,index,1964.0
330,1991,East Asia,index,1759.0
331,1991,Sierra Leone,index,5170.0
332,1991,Southern Sub-Saharan Africa,index,5561.0
333,1991,Panama,index,4577.0
334,1991,Middle SDI,index,3876.0
335,1991,Barbados,index,504.0
336,1991,Tanzania,index,5869.0
337,1991,Caribbean,index,1057.0
338,1991,Central Europe,index,1168.0
339,1991,Guinea,index,2469.0
340,1991,Greece,index,2328.0
341,1991,Zimbabwe,index,6659.0
342,1991,Bulgaria,index,861.0
343,1991,Maldives,index,3623.0
344,1991,Liberia,index,3367.0
345,1991,United States Virgin Islands,index,6291.0
346,1991,Bangladesh,index,485.0
347,1991,American Samoa,index,85.0
348,1991,Cyprus,index,1560.0
349,1991,Northern Mariana Islands,index,4409.0
350,1991,Brazil,index,805.0
351,1991,Seychelles,index,5142.0
352,1991,Spain,index,5589.0
353,1991,Costa Rica,index,1448.0
354,1991,Denmark,index,1647.0
355,1991,Turkey,index,6093.0
356,1991,South Asia,index,5393.0
357,1991,Kiribati,index,3124.0
358,1991,Western Europe,index,6489.0
359,1991,Australasia,index,281.0
360,1991,Latin America and Caribbean,index,3255.0
361,1991,Egypt,index,1884.0
362,1991,Iran,index,2854.0
363,1991,Northern Ireland,index,4381.0
364,1991,South Africa,index,5338.0
365,1991,Iceland,index,2759.0
366,1991,Puerto Rico,index,4773.0
367,1991,Italy,index,2956.0
368,1991,Latvia,index,3283.0
369,1991,Gabon,index,2188.0
370,1991,Sao Tome and Principe,index,4998.0
371,1991,Cape Verde,index,1029.0
372,1991,Malawi,index,3567.0
373,1991,Burundi,index,917.0
374,1991,Democratic Republic of Congo,index,1619.0
375,1991,Israel,index,2928.0
376,1991,Canada,index,1001.0
377,1991,Chad,index,1284.0
378,1991,Albania,index,29.0
379,1991,Nepal,index,4100.0
380,1991,Syria,index,5789.0
381,1991,Ukraine,index,6179.0
382,1991,Nicaragua,index,4185.0
383,1991,Afghanistan,index,10.0
384,1991,Botswana,index,784.0
385,1991,Rwanda,index,4885.0
386,1991,Namibia,index,4072.0
387,1991,Low-middle SDI,index,3479.0
388,1991,Southern Latin America,index,5533.0
389,1991,Indonesia,index,2821.0
390,1991,Palestine,index,4556.0
391,1991,Armenia,index,253.0
392,1991,Central Sub-Saharan Africa,index,1252.0
393,1991,United Arab Emirates,index,6214.0
394,1991,Saint Vincent and the Grenadines,index,4942.0
395,1991,North America,index,4297.0
396,1991,Thailand,index,5900.0
397,1991,North Korea,index,4333.0
398,1991,Trinidad and Tobago,index,6009.0
399,1991,Oman,index,4495.0
400,1991,Tropical Latin America,index,6037.0
401,1991,Bosnia and Herzegovina,index,728.0
402,1991,Finland,index,2129.0
403,1991,Tajikistan,index,5841.0
404,1991,India,index,2793.0
405,1991,Ethiopia,index,2076.0
406,1991,Argentina,index,225.0
407,1991,Laos,index,3227.0
408,1991,Samoa,index,4970.0
409,1991,Angola,index,169.0
410,1991,France,index,2157.0
411,1991,Djibouti,index,1675.0
412,1991,Western Sub-Saharan Africa,index,6519.0
413,1991,Ireland,index,2900.0
414,1991,Wales,index,6459.0
415,1991,Somalia,index,5319.0
416,1991,China,index,1346.0
417,1991,Australia,index,336.0
418,1991,Antigua and Barbuda,index,197.0
419,1991,Cote d'Ivoire,index,1476.0
420,1991,High-middle SDI,index,2665.0
421,1991,Moldova,index,3904.0
422,1991,Malaysia,index,3602.0
423,1991,Comoros,index,1392.0
424,1991,North Africa and Middle East,index,4269.0
425,1991,Honduras,index,2693.0
426,1991,Congo,index,1420.0
427,1991,Russia,index,4857.0
428,1991,Saudi Arabia,index,5036.0
429,1991,Gambia,index,2220.0
430,1991,Iraq,index,2882.0
431,1991,Timor,index,5925.0
432,1991,Mauritius,index,3765.0
433,1991,Niger,index,4213.0
434,1991,Oceania,index,4465.0
435,1991,Marshall Islands,index,3707.0
436,1991,El Salvador,index,1905.0
437,1991,Philippines,index,4689.0
438,1991,Ecuador,index,1849.0
439,1991,Central African Republic,index,1085.0
440,1991,Cambodia,index,945.0
441,1991,Dominican Republic,index,1731.0
442,1991,"Southeast Asia, East Asia, and Oceania",index,5505.0
443,1991,Austria,index,364.0
444,1991,Bolivia,index,700.0
445,1991,Hungary,index,2731.0
446,1991,Portugal,index,4745.0
447,1991,Low SDI,index,3451.0
448,1991,Andorra,index,141.0
449,1991,Peru,index,4661.0
450,1991,Lebanon,index,3311.0
451,1991,Kuwait,index,3175.0
452,1991,Sub-Saharan Africa,index,5645.0
453,1991,United Kingdom,index,6235.0
454,1991,Myanmar,index,4044.0
455,1991,Central Latin America,index,1224.0
456,1991,Fiji,index,2101.0
457,1991,Jamaica,index,2987.0
458,1991,Saint Lucia,index,4914.0
459,1991,Yemen,index,6594.0
460,1992,Slovakia,index,5227.0
461,1992,Estonia,index,2018.0
462,1992,Central Asia,index,1141.0
463,1992,Fiji,index,2102.0
464,1992,United Arab Emirates,index,6215.0
465,1992,Grenada,index,2385.0
466,1992,Central African Republic,index,1086.0
467,1992,Finland,index,2130.0
468,1992,Uganda,index,6152.0
469,1992,Greenland,index,2357.0
470,1992,Montenegro,index,3961.0
471,1992,Algeria,index,58.0
472,1992,Ukraine,index,6180.0
473,1992,New Zealand,index,4158.0
474,1992,Portugal,index,4746.0
475,1992,Tajikistan,index,5842.0
476,1992,Moldova,index,3905.0
477,1992,Brunei,index,834.0
478,1992,Norway,index,4438.0
479,1992,Tunisia,index,6066.0
480,1992,East Asia,index,1760.0
481,1992,Maldives,index,3624.0
482,1992,Belize,index,589.0
483,1992,Brazil,index,806.0
484,1992,Greece,index,2329.0
485,1992,Eastern Europe,index,1794.0
486,1992,Bolivia,index,701.0
487,1992,Pakistan,index,4529.0
488,1992,Kuwait,index,3176.0
489,1992,Bermuda,index,645.0
490,1992,Germany,index,2273.0
491,1992,United Kingdom,index,6236.0
492,1992,Tonga,index,5982.0
493,1992,Somalia,index,5320.0
494,1992,Solomon Islands,index,5283.0
495,1992,Eswatini,index,2046.0
496,1992,Djibouti,index,1676.0
497,1992,Mexico,index,3794.0
498,1992,Sudan,index,5684.0
499,1992,North Africa and Middle East,index,4270.0
500,1992,Kenya,index,3100.0
501,1992,China,index,1347.0
502,1992,United States,index,6274.0
503,1992,Georgia,index,2245.0
504,1992,Gambia,index,2221.0
505,1992,Mongolia,index,3936.0
506,1992,Dominica,index,1704.0
507,1992,Albania,index,30.0
508,1992,Bhutan,index,673.0
509,1992,Low SDI,index,3452.0
510,1992,North America,index,4298.0
511,1992,Netherlands,index,4129.0
512,1992,Puerto Rico,index,4774.0
513,1992,Low-middle SDI,index,3480.0
514,1992,Afghanistan,index,11.0
515,1992,Czechia,index,1589.0
516,1992,Zimbabwe,index,6660.0
517,1992,Palestine,index,4557.0
518,1992,Botswana,index,785.0
519,1992,Luxembourg,index,3508.0
520,1992,United States Virgin Islands,index,6292.0
521,1992,France,index,2158.0
522,1992,Bosnia and Herzegovina,index,729.0
523,1992,Panama,index,4578.0
524,1992,Canada,index,1002.0
525,1992,Ethiopia,index,2077.0
526,1992,Benin,index,617.0
527,1992,Kiribati,index,3125.0
528,1992,Denmark,index,1648.0
529,1992,Slovenia,index,5255.0
530,1992,Colombia,index,1365.0
531,1992,South Asia,index,5394.0
532,1992,Lithuania,index,3424.0
533,1992,North Macedonia,index,4354.0
534,1992,South Africa,index,5339.0
535,1992,Ghana,index,2301.0
536,1992,Gabon,index,2189.0
537,1992,Trinidad and Tobago,index,6010.0
538,1992,Democratic Republic of Congo,index,1620.0
539,1992,Sub-Saharan Africa,index,5646.0
540,1992,South Korea,index,5422.0
541,1992,Northern Mariana Islands,index,4410.0
542,1992,Libya,index,3400.0
543,1992,El Salvador,index,1906.0
544,1992,Chad,index,1285.0
545,1992,Wales,index,6460.0
546,1992,Myanmar,index,4045.0
547,1992,Central Latin America,index,1225.0
548,1992,Andorra,index,142.0
549,1992,Australia,index,337.0
550,1992,Hungary,index,2732.0
551,1992,Malawi,index,3568.0
552,1992,Dominican Republic,index,1732.0
553,1992,Egypt,index,1885.0
554,1992,Latvia,index,3284.0
555,1992,Sao Tome and Principe,index,4999.0
556,1992,Burundi,index,918.0
557,1992,Tropical Latin America,index,6038.0
558,1992,Cote d'Ivoire,index,1477.0
559,1992,Italy,index,2957.0
560,1992,Honduras,index,2694.0
561,1992,Saudi Arabia,index,5037.0
562,1992,Burkina Faso,index,890.0
563,1992,Switzerland,index,5758.0
564,1992,Malta,index,3680.0
565,1992,Taiwan,index,5824.0
566,1992,Vietnam,index,6439.0
567,1992,Madagascar,index,3540.0
568,1992,Malaysia,index,3603.0
569,1992,High-income Asia Pacific,index,2638.0
570,1992,Russia,index,4858.0
571,1992,England,index,1934.0
572,1992,Lebanon,index,3312.0
573,1992,Timor,index,5926.0
574,1992,Austria,index,365.0
575,1992,Jamaica,index,2988.0
576,1992,High-middle SDI,index,2666.0
577,1992,Micronesia (country),index,3822.0
578,1992,Mauritius,index,3766.0
579,1992,Niger,index,4214.0
580,1992,Kazakhstan,index,3069.0
581,1992,Peru,index,4662.0
582,1992,Iceland,index,2760.0
583,1992,Northern Ireland,index,4382.0
584,1992,Latin America and Caribbean,index,3256.0
585,1992,Cape Verde,index,1030.0
586,1992,Argentina,index,226.0
587,1992,Turkey,index,6094.0
588,1992,Angola,index,170.0
589,1992,Iran,index,2855.0
590,1992,Southern Latin America,index,5534.0
591,1992,Central Sub-Saharan Africa,index,1253.0
592,1992,Marshall Islands,index,3708.0
593,1992,Cambodia,index,946.0
594,1992,Saint Lucia,index,4915.0
595,1992,Antigua and Barbuda,index,198.0
596,1992,Congo,index,1421.0
597,1992,Ireland,index,2901.0
598,1992,Iraq,index,2883.0
599,1992,Yemen,index,6595.0
600,1992,Ecuador,index,1850.0
601,1992,Philippines,index,4690.0
602,1992,Rwanda,index,4886.0
603,1992,Namibia,index,4073.0
604,1992,Western Sub-Saharan Africa,index,6520.0
605,1992,Australasia,index,282.0
606,1992,Western Europe,index,6490.0
607,1992,Nepal,index,4101.0
608,1992,Costa Rica,index,1449.0
609,1992,"Southeast Asia, East Asia, and Oceania",index,5506.0
610,1992,Samoa,index,4971.0
611,1992,Laos,index,3228.0
612,1992,India,index,2794.0
613,1992,Syria,index,5790.0
614,1992,Thailand,index,5901.0
615,1992,Saint Vincent and the Grenadines,index,4943.0
616,1992,Comoros,index,1393.0
617,1992,Armenia,index,254.0
618,1992,North Korea,index,4334.0
619,1992,Indonesia,index,2822.0
620,1992,Israel,index,2929.0
621,1992,Oman,index,4496.0
622,1992,Nicaragua,index,4186.0
623,1992,Azerbaijan,index,393.0
624,1992,Cameroon,index,974.0
625,1992,Scotland,index,5055.0
626,1992,High-income,index,2610.0
627,1992,Seychelles,index,5143.0
628,1992,Papua New Guinea,index,4606.0
629,1992,Tanzania,index,5870.0
630,1992,Guinea-Bissau,index,2498.0
631,1992,Poland,index,4718.0
632,1992,Vanuatu,index,6376.0
633,1992,Caribbean,index,1058.0
634,1992,Eritrea,index,1990.0
635,1992,Chile,index,1309.0
636,1992,Cuba,index,1533.0
637,1992,Mauritania,index,3738.0
638,1992,Japan,index,3022.0
639,1992,Guyana,index,2526.0
640,1992,Sierra Leone,index,5171.0
641,1992,Mali,index,3652.0
642,1992,Togo,index,5954.0
643,1992,American Samoa,index,86.0
644,1992,Nigeria,index,4247.0
645,1992,Jordan,index,3046.0
646,1992,Middle SDI,index,3877.0
647,1992,Barbados,index,505.0
648,1992,Guatemala,index,2442.0
649,1992,Southern Sub-Saharan Africa,index,5562.0
650,1992,Uzbekistan,index,6348.0
651,1992,Morocco,index,3989.0
652,1992,Guinea,index,2470.0
653,1992,South Sudan,index,5455.0
654,1992,Central Europe,index,1169.0
655,1992,Liberia,index,3368.0
656,1992,Cyprus,index,1561.0
657,1992,Bulgaria,index,862.0
658,1992,Bangladesh,index,486.0
659,1992,Sweden,index,5730.0
660,1992,Belarus,index,541.0
661,1992,Sri Lanka,index,5618.0
662,1992,Bahrain,index,453.0
663,1992,"Central Europe, Eastern Europe, and Central Asia",index,1197.0
664,1992,Turkmenistan,index,6122.0
665,1992,Venezuela,index,6404.0
666,1992,Senegal,index,5083.0
667,1992,Singapore,index,5205.0
668,1992,Equatorial Guinea,index,1965.0
669,1992,Bahamas,index,421.0
670,1992,Uruguay,index,6320.0
671,1992,High SDI,index,2582.0
672,1992,Eastern Sub-Saharan Africa,index,1822.0
673,1992,Romania,index,4830.0
674,1992,Suriname,index,5702.0
675,1992,Paraguay,index,4634.0
676,1992,Lesotho,index,3340.0
677,1992,Qatar,index,4802.0
678,1992,Zambia,index,6632.0
679,1992,Southeast Asia,index,5478.0
680,1992,Kyrgyzstan,index,3200.0
681,1992,Spain,index,5590.0
682,1992,Mozambique,index,4017.0
683,1992,Guam,index,2414.0
684,1992,Andean Latin America,index,114.0
685,1992,Haiti,index,2554.0
686,1992,Belgium,index,561.0
687,1992,Serbia,index,5111.0
688,1992,Oceania,index,4466.0
689,1992,Croatia,index,1505.0
690,1993,Ethiopia,index,2078.0
691,1993,Spain,index,5591.0
692,1993,Ecuador,index,1851.0
693,1993,East Asia,index,1761.0
694,1993,Brunei,index,835.0
695,1993,Dominica,index,1705.0
696,1993,Cambodia,index,947.0
697,1993,Turkey,index,6095.0
698,1993,Southern Sub-Saharan Africa,index,5563.0
699,1993,Ukraine,index,6181.0
700,1993,Caribbean,index,1059.0
701,1993,Eritrea,index,1991.0
702,1993,Southern Latin America,index,5535.0
703,1993,Uganda,index,6153.0
704,1993,Middle SDI,index,3878.0
705,1993,Burundi,index,919.0
706,1993,Estonia,index,2019.0
707,1993,Malawi,index,3569.0
708,1993,El Salvador,index,1907.0
709,1993,Eswatini,index,2047.0
710,1993,Tropical Latin America,index,6039.0
711,1993,Micronesia (country),index,3823.0
712,1993,Southeast Asia,index,5479.0
713,1993,Equatorial Guinea,index,1966.0
714,1993,Madagascar,index,3541.0
715,1993,Eastern Sub-Saharan Africa,index,1823.0
716,1993,Tunisia,index,6067.0
717,1993,England,index,1935.0
718,1993,Turkmenistan,index,6123.0
719,1993,Malaysia,index,3604.0
720,1993,Brazil,index,807.0
721,1993,Pakistan,index,4530.0
722,1993,North America,index,4299.0
723,1993,South Korea,index,5423.0
724,1993,Sri Lanka,index,5619.0
725,1993,North Korea,index,4335.0
726,1993,Oman,index,4497.0
727,1993,Botswana,index,786.0
728,1993,Cape Verde,index,1031.0
729,1993,"Southeast Asia, East Asia, and Oceania",index,5507.0
730,1993,South Sudan,index,5456.0
731,1993,Luxembourg,index,3509.0
732,1993,Dominican Republic,index,1733.0
733,1993,Cameroon,index,975.0
734,1993,Bulgaria,index,863.0
735,1993,South Asia,index,5395.0
736,1993,Eastern Europe,index,1795.0
737,1993,Trinidad and Tobago,index,6011.0
738,1993,Egypt,index,1886.0
739,1993,Djibouti,index,1677.0
740,1993,Canada,index,1003.0
741,1993,Burkina Faso,index,891.0
742,1993,Mongolia,index,3937.0
743,1993,Maldives,index,3625.0
744,1993,Hungary,index,2733.0
745,1993,Switzerland,index,5759.0
746,1993,Latvia,index,3285.0
747,1993,Sao Tome and Principe,index,5000.0
748,1993,Costa Rica,index,1450.0
749,1993,Peru,index,4663.0
750,1993,Iceland,index,2761.0
751,1993,Australasia,index,283.0
752,1993,Western Europe,index,6491.0
753,1993,Samoa,index,4972.0
754,1993,India,index,2795.0
755,1993,Thailand,index,5902.0
756,1993,Saint Vincent and the Grenadines,index,4944.0
757,1993,Armenia,index,255.0
758,1993,Indonesia,index,2823.0
759,1993,Nicaragua,index,4187.0
760,1993,Central Sub-Saharan Africa,index,1254.0
761,1993,Latin America and Caribbean,index,3257.0
762,1993,Argentina,index,227.0
763,1993,Western Sub-Saharan Africa,index,6521.0
764,1993,Syria,index,5791.0
765,1993,Central Latin America,index,1226.0
766,1993,Myanmar,index,4046.0
767,1993,Wales,index,6461.0
768,1993,Cote d'Ivoire,index,1478.0
769,1993,High SDI,index,2583.0
